Giá thực tế,Giá dự đoán
24610,24328
24610,24347
24610,24351
24610,24352
24610,24351
24590,24350
24610,24335
24610,24348
24610,24350
24630,24351
24630,24366
24630,24368
24630,24368
24710,24368
24790,24428
24770,24497
24780,24494
24780,24502
24780,24500
24790,24496
24790,24503
24790,24507
24830,24506
24840,24537
24840,24549
24840,24551
24960,24551
25008,24643
25130,24691
25130,24798
25163,24810
25163,24836
25163,24829
25175,24828
25178,24833
25177,24841
25167,24839
25118,24833
25118,24793
25118,24788
25118,24788
25118,24789
25118,24791
25144,24792
25143,24810
25147,24811
25147,24815
25157,24815
25155,24822
25161,24820
25178,24826
25184,24840
25184,24846
25184,24847
25179,24847
25182,24842
25182,24843
25152,24844
25250,24821
25250,24896
25250,24904
25259,24906
25263,24913
25266,24915
25250,24912
25277,24904
25277,24924
25277,24926
25281,24926
25268,24930
25265,24920
25250,24914
25254,24903
25254,24905
25254,24906
25234,24907
25218,24891
25213,24877
25213,24870
25213,24870
25213,24871
25213,24872
25214,24872
25222,24872
25226,24878
25217,24882
25221,24876
25221,24878
25221,24878
25231,24877
25251,24886
25249,24903
25247,24903
25248,24901
25248,24901
25248,24900
25255,24900
25245,24907
25250,24899
25257,24903
25253,24908
25253,24906
25253,24905
25244,24906
25245,24898
25250,24898
25243,24902
25238,24897
25238,24893
25238,24893
25235,24892
25234,24890
25239,24890
25245,24893
25240,24898
25240,24895
25240,24895
25237,24894
25237,24891
25168,24891
25150,24838
25158,24818
25158,24821
25158,24822
25154,24825
25157,24825
25177,24824
25120,24838
25121,24796
25121,24792
25121,24791
25115,24791
25120,24787
25080,24794
25060,24760
25040,24741
25040,24723
25040,24721
24930,24722
24980,24641
24995,24667
24980,24680
24930,24671
24930,24635
24930,24632
24940,24624
24950,24634
24850,24645
24870,24571
24890,24575
24890,24589
24890,24591
24820,24594
24740,24545
24760,24473
24780,24478
24810,24493
24810,24519
24810,24527
24710,24528
24660,24449
24680,24402
24690,24408
24690,24416
24690,24419
24690,24424
24690,24422
24690,24419
24675,24420
24580,24409
24430,24337
24430,24220
24430,24201
24500,24194
24490,24243
24385,24247
24410,24175
24390,24178
24390,24161
24390,24157
24380,24159
24430,24154
24470,24186
24410,24222
24400,24184
24400,24173
24400,24169
24460,24166
24430,24210
24410,24197
24460,24181
24420,24215
24420,24189
24420,24185
24400,24186
24430,24171
24480,24189
24580,24230
24580,24311
24580,24325
24580,24329
24670,24328
24665,24393
24665,24396
24670,24400
24640,24404
24640,24381
24640,24375
24660,24376
24765,24391
24810,24473
25010,24520
24980,24687
24980,24684
24980,24682
25070,24674
25092,24741
25220,24760
25233,24875
25197,24896
25197,24867
25197,24857
25194,24855
25164,24847
25118,24831
25090,24795
25114,24767
25114,24782
25114,24785
25125,24788
25160,24798
25170,24824
25197,24833
25130,24857
25130,24806
25130,24799
25116,24796
25160,24787
25180,24821
25184,24845
25190,24848
25190,24853
25190,24853
25200,24849
25205,24858
25200,24864
25200,24860
25200,24860
25200,24860
25200,24859
25197,24860
25200,24858
25200,24860
25175,24860
25160,24840
25160,24826
25160,24825
25149,24824
25170,24817
25172,24834
25176,24837
25164,24840
25164,24831
25164,24829
25157,24828
25170,24823
25165,24833
25171,24831
25177,24835
25177,24840
25177,24841
25185,24840
25183,24847
25191,24845
25219,24852
25240,24875
25240,24894
25240,24896
25230,24896
25223,24886
25236,24878
25225,24888
25238,24882
25238,24892
25238,24893
25243,24893
25251,24896
25251,24904
25259,24903
25250,24911
25250,24904
25250,24903
25253,24902
25208,24905
25186,24870
25194,24850
25198,24852
25198,24856
25198,24859
25200,24861
25203,24861
25194,24862
25189,24855
25150,24851
25150,24820
25150,24816
25150,24816
25090,24817
24960,24771
24960,24669
24800,24653
24800,24533
24800,24520
24800,24520
24800,24520
24800,24516
24800,24522
24800,24515
24800,24515
24800,24515
25140,24515
25000,24784
24980,24705
25090,24684
25110,24763
25110,24780
25110,24773
25200,24793
25340,24856
25380,24972
25300,25023
25220,24962
25220,24885
25220,24867
25280,24864
25340,24922
25340,24984
25350,24989
25320,24993
25320,24966
25320,24958
25310,24958
25330,24954
25360,24970
25380,24998
25370,25015
25370,25009
25370,25007
25420,25004
25390,25044
25320,25025
25300,24969
25300,24945
25330,24941
25330,24965
25340,24975
25290,24985
25280,24942
25320,24928
25350,24957
25350,24986
25350,24991
25360,24994
25350,24998
25370,24987
25380,25003
25400,25014
25400,25031
25400,25033
25450,25033
25450,25071
25390,25075
25390,25027
25400,25022
25400,25028
25400,25027
25380,25033
25460,25020
25460,25078
25620,25084
25600,25219
25600,25214
25600,25211
25600,25201
25780,25199
25822,25343
25610,25405
25560,25227
25560,25166
25560,25153
25640,25147
25650,25236
25650,25267
25700,25253
25760,25290
25760,25340
25760,25339
25700,25343
25755,25289
25781,25325
25814,25351
25835,25387
