Giá thực tế,Giá dự đoán
24980,24869
24980,24729
24980,24891
24980,24750
24980,24903
25070,24759
25070,24907
25092,24761
25092,24972
25220,24817
25220,24999
25233,24841
25233,25106
25197,24934
25197,25140
25197,24961
25197,25122
25197,24941
25197,25116
25194,24934
25194,25112
25164,24928
25164,25110
25118,24925
25118,25085
25090,24903
25090,25050
25114,24872
25114,25011
25114,24839
25114,25019
25114,24846
25114,25022
25125,24849
25125,25030
25160,24857
25160,25045
25170,24870
25170,25085
25197,24906
25197,25103
25130,24922
25130,25129
25130,24944
25130,25083
25130,24904
25130,25072
25116,24893
25116,25065
25160,24887
25160,25048
25180,24873
25180,25075
25184,24897
25184,25097
25190,24916
25190,25110
25190,24927
25190,25120
25190,24935
25190,25123
25200,24937
25200,25125
25205,24938
25205,25135
25200,24947
25200,25140
25200,24951
25200,25138
25200,24949
25200,25133
25200,24944
25200,25132
25200,24943
25200,25131
25197,24942
25197,25131
25200,24942
25200,25131
25200,24942
25200,25134
25175,24945
25175,25135
25160,24945
25160,25115
25160,24928
25160,25098
25160,24914
25160,25093
25149,24910
25149,25092
25170,24909
25170,25083
25172,24901
25172,25097
25176,24915
25176,25103
25164,24920
25164,25109
25164,24925
25164,25102
25164,24919
25164,25100
25157,24917
25157,25099
25170,24916
25170,25093
25165,24911
25165,25101
25171,24918
25171,25097
25177,24915
25177,25101
25177,24918
25177,25107
25177,24923
25177,25109
25185,24925
25185,25109
25183,24925
25183,25117
25191,24932
25191,25117
25219,24932
25219,25124
25240,24937
25240,25147
25240,24957
25240,25170
25240,24977
25240,25177
25230,24982
25230,25179
25223,24984
25223,25172
25236,24977
25236,25164
25225,24969
25225,25171
25238,24975
25238,25163
25238,24968
25238,25172
25238,24976
25238,25173
25243,24977
25243,25175
25251,24978
25251,25179
25251,24982
25251,25188
25259,24989
25259,25192
25250,24993
25250,25201
25250,25000
25250,25195
25250,24995
25250,25194
25253,24994
25253,25192
25208,24992
25208,25194
25186,24994
25186,25158
25194,24963
25194,25131
25198,24939
25198,25129
25198,24939
25198,25131
25198,24941
25198,25132
25200,24942
25200,25134
25203,24944
25203,25137
25194,24948
25194,25141
25189,24951
25189,25136
25150,24947
25150,25131
25150,24942
25150,25098
25150,24914
25150,25089
25150,24906
25150,25084
25090,24903
25090,25080
24960,24900
24960,25032
24960,24857
24960,24919
24800,24759
24800,24889
24800,24733
24800,24755
24800,24615
24800,24721
24800,24586
24800,24710
24800,24578
24800,24710
24800,24579
24800,24715
24800,24584
24800,24721
24800,24590
24800,24725
24800,24594
24800,24730
24800,24599
24800,24732
25140,24601
25140,24732
25000,24602
25000,24991
24980,24834
24980,24940
25090,24790
25090,24923
25110,24774
25110,24994
25110,24835
25110,25024
25110,24861
25110,25032
25200,24866
25200,25031
25340,24864
25340,25099
25380,24923
25380,25227
25300,25032
25300,25293
25220,25087
25220,25250
25220,25045
25220,25176
25220,24977
25220,25153
25280,24956
25280,25156
25340,24960
25340,25188
25340,24988
25340,25246
25350,25038
25350,25271
25320,25059
25320,25289
25320,25073
25320,25271
25320,25056
25320,25269
25310,25052
25310,25273
25330,25056
25330,25270
25360,25055
25360,25283
25380,25067
25380,25304
25370,25084
25370,25323
25370,25099
25370,25323
25370,25098
25370,25326
25420,25099
25420,25331
25390,25103
25390,25375
25320,25141
25320,25360
25300,25127
25300,25300
25300,25075
25300,25265
25330,25045
25330,25252
25330,25036
25330,25271
25340,25054
25340,25276
25290,25059
25290,25290
25280,25071
25280,25256
25320,25042
25320,25241
25350,25030
25350,25267
25350,25053
25350,25298
25350,25080
25350,25308
25360,25089
25360,25315
25350,25094
25350,25322
25370,25099
25370,25312
25380,25089
25380,25325
25400,25100
25400,25337
25400,25109
25400,25358
25400,25127
25400,25363
25450,25131
25450,25365
25450,25132
25450,25404
25390,25164
25390,25415
25390,25171
25390,25372
25400,25134
25400,25362
25400,25125
25400,25364
25400,25127
25400,25363
25380,25127
25380,25363
25460,25127
25460,25347
25460,25113
25460,25410
25620,25168
25620,25428
25600,25182
25600,25572
25600,25304
25600,25595
25600,25318
25600,25610
25600,25325
25600,25618
25780,25327
25780,25616
25822,25323
25822,25767
25610,25444
25610,25845
25560,25500
25560,25687
25560,25362
25560,25605
25560,25294
25560,25571
25640,25269
25640,25554
25650,25259
25650,25621
25650,25320
25650,25649
25700,25343
25700,25672
25760,25364
25760,25722
25760,25404
25760,25791
25760,25458
25760,25815
25700,25472
25700,25828
25755,25477
25755,25790
25781,25445
25781,25823
25814,25472
25814,25834
25835,25476
